employee_id,full_name,gender,birth_date,hire_date,department,position,salary,bonus,experience_years,projects_completed,city,email,phone,performance_score,last_promotion_date,vacation_days_used,education_level,certifications,team_size
EMP08133,Volkov Konstantin,Male,2000-09-20,2019-12-30 14:02:20.210007,IT,Lead,207000.0,19380.96,6.5,33.0,Иркутск,,+79217717144,3.6,,32.0,Бакалавр,5.0,38.0
EMP03070,Lebedeva Natalya,Female,1977-06-18,2021-07-31 14:02:19.332961,Производство,Senior,127000.0,12154.7,5.0,20.0,Красноярск,lebedevan@yandex.ru,+79845322142,3.6,2024-07-30 14:02:19.332961,15.0,Кандидат наук,4.0,
EMP02520,Alekseev Ivan,Male,1973-06-18,2011-11-19 14:02:19.121007,Финансы,Executive,865000.0,141383.8,14.6,47.0,Ростов-на-Дону,ivan411@yandex.ru,8 (925) 658-99-40,5.0,,28.0,MBA,2.0,9.0
EMP06599,Zakharov Konstantin,Male,1972-10-18,2014-12-04 14:02:20.039626,Маркетинг,Manager,300000.0,44838.55,11.6,32.0,Воронеж,zakharov.konstantin@yandex.ru,,4.6,2020-12-03 14:02:20.039626,20.0,Кандидат наук,4.0,6.0
EMP03995,Kuznetsova Nadezhda,Female,1982-03-16,2022-10-07 14:02:19.658954,IT,Senior,120000.0,,3.7,12.0,,kuznetsova_nadezhda@yandex.ru,8 (970) 391-16-46,3.3,,27.0,Бакалавр,1.0,0.0
EMP07985,Novikova Tatyana,Female,2005-04-16,2024-03-06 14:02:20.194437,Продажи,Senior,150000.0,6995.08,2.3,7.0,Москва,novikova_tatyana@yandex.ru,+7 (946) 150-83-80,3.1,,5.0,Бакалавр,5.0,0.0
EMP08852,Kuznetsova Darya,Female,1981-08-08,2018-07-12 14:02:20.258039,Логистика,Lead,207000.0,18340.91,8.0,28.0,Новосибирск,darya93@yandex.ru,+79097755255,3.8,,5.0,Магистр,3.0,24.0
EMP09321,Alekseev Daniil,Male,1979-01-14,2013-08-25 14:02:20.284554,R&D,Manager,640000.0,69165.07,12.9,43.0,Москва,alekseev.daniil@yandex.ru,8 (976) 225-38-63,,2014-08-25 14:02:20.284554,10.0,Среднее,3.0,39.0
EMP06221,Popova Ekaterina,Female,1990-05-13,2017-10-07 14:02:19.983315,Финансы,Manager,510000.0,42800.15,8.7,32.0,Москва,popovae@yandex.ru,8 (908) 435-40-52,,,17.0,MBA,1.0,9.0
EMP07209,Kuznetsov Maxim,Male,1995-10-25,2016-06-15 14:02:20.117025,Логистика,Executive,915000.0,134437.39,10.1,28.0,Москва,kuznetsovm@yandex.ru,+7 (949) 331-74-84,4.9,,1.0,,2.0,19.0
EMP00224,Egorova Alina,,2005-02-22,2023-10-03 14:02:18.308030,IT,Middle,88000.0,3694.83,2.8,4.0,Пермь,egorova547@yandex.ru,+79059245549,3.0,2024-10-02 14:02:18.308030,8.0,Бакалавр,0.0,0.0
EMP09291,Makarov Grigoriy,Male,2006-06-06,2024-12-28 14:02:20.282891,R&D,Junior,33000.0,1419.71,1.5,5.0,Новосибирск,gmakarov@yandex.ru,89977306616,2.8,,7.0,Бакалавр,1.0,0.0
EMP05056,Orlov Anatoliy,Male,1998-04-01,2020-02-24 14:02:19.812731,IT,Senior,136000.0,13622.75,6.3,30.0,Воронеж,aorlov@yandex.ru,89158397516,3.9,2026-02-23 14:02:19.812731,4.0,Бакалавр,,
EMP07968,Andreeva Anna,Female,2003-01-04,2022-09-19 14:02:20.192893,Маркетинг,Middle,60000.0,5079.61,3.8,22.0,Уфа,andreeva_anna@yandex.ru,8 (951) 664-81-14,3.6,,16.0,Бакалавр,2.0,0.0
EMP04014,Mikhailova Viktoriya,Female,1980-11-13,2019-12-17 14:02:19.662988,Продажи,Lead,166000.0,16514.44,6.5,22.0,Омск,mikhailova162@yandex.ru,+79447741618,3.7,2022-12-16 14:02:19.662988,17.0,Магистр,5.0,11.0
EMP09289,Petrova Lyudmila,Female,1990-12-27,2013-04-01 14:02:20.282776,Консалтинг,Junior,62000.0,4138.07,13.2,32.0,Москва,petrova.lyudmila@yandex.ru,+7 (962) 969-70-51,3.3,2016-03-31 14:02:20.282776,14.0,Бакалавр,2.0,0.0
EMP02765,Tarasev Vladimir,Male,1986-01-11,2014-07-16 14:02:19.189774,,Director,605000.0,85227.95,11.9,37.0,Ростов-на-Дону,vladimir641@yandex.ru,89174485989,4.6,2016-07-15 14:02:19.189774,26.0,Магистр,5.0,46.0
EMP01626,Taraseva Yuliya,Female,1994-02-13,2019-07-21 14:02:18.735288,HR,Senior,110000.0,9668.79,6.9,12.0,Уфа,yuliya.taraseva@yandex.ru,+79731454318,3.8,2020-07-20 14:02:18.735288,25.0,Бакалавр,3.0,0.0
EMP05784,Golubev Ilya,Male,1969-04-17,2011-10-13 14:02:19.935701,Маркетинг,Manager,454000.0,59717.37,14.8,39.0,Москва,,8 (971) 637-50-11,4.2,2021-10-12 14:02:19.935701,25.0,MBA,4.0,43.0
EMP04940,Kuznetsova Natalya,Female,1989-11-27,2023-09-07 14:02:19.783558,HR,Middle,86000.0,7536.77,2.8,14.0,Москва,nkuznetsova@yandex.ru,8 (995) 185-43-60,3.8,,20.0,Магистр,2.0,0.0
EMP09136,Belyaeva Polina,Female,2005-05-18,2025-11-07 14:02:20.273837,Продажи,Junior,27000.0,,0.7,,Саратов,pbelyaeva@yandex.ru,8 (944) 746-95-97,2.7,,0.0,Бакалавр,2.0,
EMP06778,Novikova Ekaterina,Female,2002-09-04,2024-09-06 14:02:20.058652,Продажи,Junior,45000.0,3539.77,1.8,10.0,Санкт-Петербург,novikova287@yandex.ru,+7 (924) 733-96-30,3.6,,22.0,,1.0,0.0
EMP05019,Sokolov Stanislav,Male,1985-01-08,2016-12-19 14:02:19.802515,Маркетинг,Manager,371000.0,45795.57,9.6,17.0,Новосибирск,,8 (908) 780-61-37,4.3,2018-12-19 14:02:19.802515,10.0,MBA,1.0,48.0
EMP00726,Fedorova Elena,Female,1966-09-26,2024-01-07 14:02:18.470223,IT,Senior,216000.0,19023.46,2.5,7.0,Москва,,+7 (938) 189-62-69,3.7,,19.0,Магистр,2.0,0.0
EMP03391,Sokolova Anastasiya,Female,1992-12-18,2021-06-07 14:02:19.541302,IT,Senior,206000.0,15303.41,5.0,20.0,Тюмень,sokolova.anastasiya@yandex.ru,8 (969) 277-46-77,3.6,,19.0,Магистр,1.0,0.0
EMP02339,Makarov Ivan,Male,1982-01-21,2021-01-12 14:02:19.048218,R&D,Lead,354000.0,33669.98,5.5,20.0,Москва,ivan_makarov@yandex.ru,89978226586,4.2,,25.0,Кандидат наук,3.0,
EMP08598,Ivanov Evgeniy,Male,1990-02-19,2018-08-15 14:02:20.244064,Продажи,Manager,275000.0,,7.8,37.0,Уфа,ivanov.evgeniy@yandex.ru,89569519755,4.5,,5.0,Магистр,2.0,
EMP05634,Sorokin Konstantin,Male,1986-11-02,2023-06-17 14:02:19.917489,IT,Middle,88000.0,7145.55,3.1,2.0,Казань,sorokin591@yandex.ru,89505561231,3.5,2025-06-16 14:02:19.917489,1.0,Магистр,2.0,0.0
EMP01569,Kozlova Anastasiya,Female,1979-08-21,2017-06-15 14:02:18.699141,Логистика,Lead,223000.0,,9.1,33.0,Самара,kozlova_anastasiya@yandex.ru,89825331100,4.3,,18.0,MBA,5.0,45.0
EMP05470,Orlov Mikhail,Male,1972-07-26,2025-08-01 14:02:19.899814,IT,Junior,40000.0,1255.67,0.9,9.0,Воронеж,orlov.mikhail@yandex.ru,8 (919) 887-20-97,2.6,,14.0,Магистр,0.0,0.0
EMP03992,Orlov Dmitry,Male,1970-08-02,2016-07-04 14:02:19.658654,IT,Director,,59134.29,10.0,37.0,Санкт-Петербург,dmitry.orlov@yandex.ru,8 (985) 676-27-11,4.2,2021-07-04 14:02:19.658654,18.0,Магистр,3.0,37.0
EMP08162,Sokolov Vladimir,Male,1986-09-18,2025-06-11 14:02:20.213190,IT,,55000.0,2371.84,1.1,9.0,Санкт-Петербург,,89474131960,2.9,,6.0,Магистр,,0.0
EMP06434,Lebedeva Evgeniya,Female,1999-03-14,2019-07-09 14:02:20.022696,Логистика,Senior,101000.0,6936.92,6.9,,Омск,lebedeva.evgeniya@yandex.ru,+79284947294,3.2,,15.0,Бакалавр,3.0,0.0
EMP07536,Sidorov Oleg,Male,1989-01-18,2012-03-21 14:02:20.152358,HR,Director,312000.0,38143.95,14.2,24.0,Омск,oleg.sidorov@yandex.ru,8 (932) 897-70-62,4.3,2025-03-21 14:02:20.152358,14.0,Магистр,3.0,32.0
EMP03528,Kozlova Kseniya,Female,2003-10-27,2022-11-05 14:02:19.588828,HR,Middle,79000.0,4045.78,3.7,18.0,Москва,kozlova.kseniya@yandex.ru,,3.1,,9.0,Бакалавр,0.0,0.0
EMP04539,Pavlov Evgeniy,Male,1978-01-16,2014-10-12 14:02:19.742073,Маркетинг,Director,450000.0,65513.57,11.8,20.0,Уфа,evgeniy771@yandex.ru,,4.7,,10.0,Магистр,2.0,16.0
EMP05738,Stepanova Ekaterina,Female,1982-11-11,2013-04-01 14:02:19.931354,IT,Manager,458000.0,54328.85,13.3,31.0,Волгоград,stepanova_ekaterina@yandex.ru,8 (981) 523-18-61,,2016-03-31 14:02:19.931354,29.0,MBA,3.0,23.0
EMP04990,Alekseev Roman,Male,1970-01-19,2017-09-04 14:02:19.790910,Финансы,Manager,402000.0,47944.7,8.8,23.0,Москва,ralekseev@yandex.ru,,4.2,,17.0,Магистр,,7.0
EMP09755,Smirnov Roman,Male,1982-06-18,2012-03-28 14:02:20.309349,Консалтинг,Manager,483000.0,,14.3,55.0,Санкт-Петербург,,89354736830,4.7,2016-03-28 14:02:20.309349,7.0,MBA,5.0,40.0
EMP03309,Andreeva Irina,Female,1986-11-27,2013-04-14 14:02:19.491194,Продажи,Director,454000.0,69999.06,13.3,37.0,Пермь,andreeva.irina@yandex.ru,+7 (945) 302-23-96,5.0,,16.0,Магистр,3.0,29.0
EMP06010,Vasilieva Elena,Female,1981-10-12,2014-04-13 14:02:19.956766,Продажи,Manager,469000.0,48750.88,12.2,40.0,Москва,vasilieva_elena@yandex.ru,,4.5,,3.0,MBA,4.0,47.0
EMP02109,Alekseev Anatoliy,Male,1986-01-13,2019-12-19 14:02:18.975283,Продажи,Senior,194000.0,,6.6,8.0,Казань,alekseev332@yandex.ru,8 (945) 533-97-71,3.9,,1.0,Кандидат наук,5.0,0.0
EMP07813,Mikhailov Vladimir,,1984-10-01,2017-02-14 14:02:20.178727,IT,Manager,468000.0,58946.86,9.4,,,,+7 (949) 995-23-90,4.3,,24.0,Магистр,2.0,29.0
EMP03733,Belyaeva Svetlana,Female,1971-10-28,2021-05-06 14:02:19.610018,IT,Senior,,15024.71,5.1,23.0,Екатеринбург,svetlana.belyaeva@yandex.ru,8 (928) 201-58-14,3.4,2025-05-06 14:02:19.610018,16.0,Магистр,4.0,
EMP06735,Golubeva Natalya,Female,1991-06-19,2019-02-28 14:02:20.054549,Финансы,Manager,425000.0,52049.23,7.4,27.0,Санкт-Петербург,,+7 (994) 422-40-80,,2024-02-28 14:02:20.054549,35.0,Магистр,4.0,
EMP09745,Ivanova Anna,Female,2004-11-17,2025-04-08 14:02:20.308803,IT,Middle,71000.0,3408.55,1.3,2.0,Челябинск,anna_ivanova@yandex.ru,8 (948) 330-50-76,3.2,,0.0,Бакалавр,2.0,0.0
EMP05493,Zakharova Anna,Female,1993-05-19,2014-08-15 14:02:19.902496,R&D,Junior,,,11.8,,Саратов,,+79363398874,3.9,,23.0,Бакалавр,2.0,0.0
EMP04441,Sidorov Artem,Male,1977-11-22,2017-01-13 14:02:19.732738,Производство,Lead,283000.0,30971.72,9.5,34.0,Москва,artem_sidorov@yandex.ru,8 (993) 679-27-34,3.9,2022-01-13 14:02:19.732738,2.0,Магистр,3.0,18.0
EMP01234,Fedorov Oleg,Male,1987-08-07,2012-11-23 14:02:18.584997,Производство,Manager,369000.0,38250.85,13.6,39.0,Санкт-Петербург,fedorov168@yandex.ru,+7 (968) 469-19-50,4.1,2020-11-23 14:02:18.584997,22.0,MBA,1.0,49.0
EMP05801,Kozlova Darya,Female,1988-07-13,2024-11-09 14:02:19.937229,Маркетинг,Junior,34000.0,1684.42,1.6,13.0,Красноярск,kozlova972@yandex.ru,8 (992) 250-86-86,3.0,,,Бакалавр,0.0,0.0
EMP01987,Egorova Maria,Female,1969-12-03,2023-12-06 14:02:18.914335,Маркетинг,Middle,104000.0,5291.85,2.5,6.0,Новосибирск,egorova_maria@yandex.ru,,2.9,,19.0,Кандидат наук,2.0,0.0
EMP09889,Stepanova Evgeniya,Female,1969-04-01,2018-11-07 14:02:20.316791,Продажи,Lead,261000.0,36846.05,7.6,19.0,Пермь,stepanovae@yandex.ru,,4.4,,26.0,Кандидат наук,4.0,27.0
EMP01687,Andreev Dmitry,Male,1991-06-25,2018-05-08 14:02:18.760799,Финансы,Lead,316000.0,29565.47,8.1,33.0,Казань,andreev474@yandex.ru,8 (925) 814-10-97,3.9,2021-05-07 14:02:18.760799,21.0,MBA,2.0,37.0
EMP04968,Alekseeva Vera,Female,1969-11-09,2021-10-07 14:02:19.786202,Маркетинг,Lead,199000.0,14803.14,4.8,21.0,Санкт-Петербург,alekseeva_vera@yandex.ru,89593262029,3.6,,23.0,Бакалавр,,12.0
EMP09296,Egorova Alina,Female,1975-07-17,2019-12-20 14:02:20.283152,Производство,Senior,138000.0,11562.71,6.6,27.0,Краснодар,,8 (908) 422-21-68,3.6,,26.0,Магистр,5.0,
EMP07829,Orlova Darya,Female,1973-09-06,2015-07-23 14:02:20.180229,Производство,Manager,361000.0,37778.91,10.9,25.0,Самара,orlova_darya@yandex.ru,89768522121,4.4,,25.0,MBA,3.0,47.0
EMP08648,Orlova Lyudmila,Female,2005-07-01,2024-04-29 14:02:20.246901,Продажи,Middle,73000.0,3299.54,2.1,3.0,Челябинск,orlova_lyudmila@yandex.ru,,2.9,2026-04-29 14:02:20.246901,15.0,Бакалавр,1.0,
EMP05656,Lebedev Alexey,Male,1999-12-08,2018-03-24 14:02:19.919458,IT,Lead,217000.0,20420.06,8.2,29.0,Уфа,lebedev.alexey@yandex.ru,8 (901) 164-25-23,4.2,,9.0,Магистр,5.0,
EMP09713,Zakharov Nikolay,Male,2005-07-06,2024-06-17 14:02:20.306967,Производство,Senior,93000.0,6221.92,2.0,4.0,Казань,zakharov.nikolay@yandex.ru,89779012251,3.2,,14.0,Среднее,3.0,0.0
EMP08247,Orlova Vera,Female,1993-05-13,2014-12-22 14:02:20.221467,Финансы,Junior,65000.0,6522.55,11.5,,Москва,orlova701@yandex.ru,8 (964) 152-67-16,3.9,,12.0,Бакалавр,2.0,0.0
EMP01988,Popova Valentina,Female,1974-04-05,2021-09-20 14:02:18.918635,Продажи,Senior,194000.0,17613.67,4.8,9.0,Новосибирск,popova.valentina@yandex.ru,+7 (982) 670-67-69,3.9,,9.0,MBA,1.0,
EMP08945,Morozov Maxim,Male,1970-04-18,2019-04-13 14:02:20.263314,R&D,Lead,287000.0,31781.1,7.2,21.0,Москва,maxim263@yandex.ru,,4.2,,25.0,,3.0,42.0
EMP00312,Novikov Evgeniy,Male,1981-02-27,2016-08-14 14:02:18.339879,Маркетинг,Lead,244000.0,20690.79,9.9,29.0,Самара,novikov979@yandex.ru,8 (985) 208-73-96,3.9,,6.0,Кандидат наук,2.0,49.0
EMP04971,Golubeva Kseniya,Female,1978-06-21,2023-10-02 14:02:19.786752,R&D,Senior,176000.0,13456.39,2.8,8.0,Санкт-Петербург,,+7 (982) 899-32-81,3.8,2024-10-01 14:02:19.786752,0.0,Магистр,4.0,0.0
EMP02673,Makarova Anastasiya,Female,1997-10-12,2021-12-04 14:02:19.162059,Продажи,Senior,,10933.82,4.5,13.0,Самара,makarova465@yandex.ru,+79096340368,4.1,2025-12-04 14:02:19.162059,3.0,Среднее,4.0,0.0
EMP01487,Lebedev Dmitry,Male,1980-11-07,2017-12-09 14:02:18.665112,Продажи,Manager,379000.0,38892.63,8.5,26.0,Саратов,lebedev.dmitry@yandex.ru,+7 (958) 447-39-86,3.8,,18.0,MBA,2.0,40.0
EMP03022,Nikitina Yuliya,Female,1996-10-09,2018-05-21 14:02:19.293092,Юридический,Manager,375000.0,37074.2,8.1,20.0,Самара,nikitinay@yandex.ru,+79461574894,3.9,,26.0,MBA,5.0,33.0
EMP00741,Sokolova Anastasiya,Female,1991-10-21,2017-05-09 14:02:18.474011,IT,Lead,223000.0,24013.69,9.1,38.0,Омск,sokolova.anastasiya@yandex.ru,89548176571,,2025-05-09 14:02:18.474011,15.0,Магистр,4.0,30.0
EMP00753,Semenov Artem,Male,1971-10-07,,Юридический,Lead,171000.0,,8.8,27.0,Воронеж,semenov.artem@yandex.ru,,3.8,2025-08-22 14:02:18.477434,22.0,Бакалавр,4.0,6.0
EMP01326,Petrova Darya,Female,1984-07-09,2019-03-27 14:02:18.606583,Финансы,Lead,343000.0,44394.2,7.2,16.0,Санкт-Петербург,petrova_darya@yandex.ru,89815689318,4.2,2024-03-26 14:02:18.606583,20.0,MBA,2.0,16.0
EMP04750,Sorokina Elena,Female,1969-12-05,2013-04-04 14:02:19.761822,R&D,Manager,456000.0,46337.37,13.2,39.0,Новосибирск,sorokinae@yandex.ru,некорректный номер,4.0,,13.0,MBA,2.0,46.0
EMP05044,Nikolaeva Aleksandra,Female,1991-07-12,2022-08-14 14:02:19.809313,Маркетинг,Senior,119000.0,7349.68,3.9,19.0,Самара,anikolaeva@yandex.ru,8 (994) 700-24-75,,2024-08-13 14:02:19.809313,22.0,Бакалавр,2.0,0.0
EMP02305,Andreev Dmitry,Male,1981-01-16,2019-11-11 14:02:19.041301,Консалтинг,Senior,223000.0,15568.11,6.7,23.0,Москва,dmitry_andreev@yandex.ru,89735666189,3.6,,24.0,Магистр,,
EMP07161,Lebedev Evgeniy,Male,1973-03-15,2016-06-28 14:02:20.102833,Консалтинг,Manager,449000.0,53748.88,10.0,37.0,Санкт-Петербург,evgeniy_lebedev@yandex.ru,+79775937256,4.5,,8.0,MBA,3.0,
EMP09744,Golubev Nikolay,Male,1984-12-25,2022-09-30 14:02:20.308742,Производство,Senior,102000.0,5439.59,3.8,5.0,Омск,,+79133410046,3.2,2023-09-30 14:02:20.308742,22.0,Магистр,3.0,0.0
EMP08299,Tarasev Vasiliy,Male,1967-04-22,2018-05-19 14:02:20.226557,Продажи,Lead,270000.0,23732.21,8.2,15.0,Иркутск,vtarasev@yandex.ru,8 (913) 805-18-76,3.8,2023-05-19 14:02:20.226557,4.0,MBA,4.0,9.0
EMP04781,Sidorov Nikolay,Male,1995-04-03,2019-06-05 14:02:19.764693,Логистика,Lead,251000.0,,7.1,39.0,Новосибирск,nikolay.sidorov@yandex.ru,,4.3,,32.0,MBA,3.0,37.0
EMP04980,Belyaev Maxim,Male,2004-01-28,2025-01-02 14:02:19.790013,IT,Junior,41000.0,1431.77,1.5,2.0,Санкт-Петербург,mbelyaev@yandex.ru,8 (949) 619-34-21,,,3.0,Среднее,2.0,0.0
EMP03553,Kuznetsova Anastasiya,Female,1971-03-22,2016-02-13 14:02:19.591226,Юридический,Manager,437000.0,56372.98,10.3,41.0,Москва,kuznetsova.anastasiya@yandex.ru,+79336202111,4.3,2017-02-12 14:02:19.591226,16.0,Магистр,,30.0
EMP09293,Morozova Alina,Female,1980-06-10,2022-08-08 14:02:20.282997,HR,Middle,64000.0,6790.07,3.9,20.0,Красноярск,amorozova@yandex.ru,некорректный номер,3.8,,6.0,Бакалавр,2.0,0.0
EMP09088,Fedorov Stanislav,Male,1994-09-04,2016-02-17 14:02:20.271192,Продажи,Manager,325000.0,41224.35,10.4,29.0,Пермь,stanislav_fedorov@yandex.ru,89351524565,4.2,2018-02-16 14:02:20.271192,28.0,MBA,4.0,
EMP03817,Novikov Nikolay,Male,2003-01-04,2023-07-04 14:02:19.618883,HR,Middle,78000.0,5939.68,3.0,9.0,Санкт-Петербург,novikovn@yandex.ru,некорректный номер,3.8,,19.0,Бакалавр,0.0,0.0
EMP09761,Semenova Lyudmila,Female,2004-02-14,2024-10-31 14:02:20.309682,Финансы,Middle,88000.0,6327.62,1.6,0.0,Санкт-Петербург,lyudmila948@yandex.ru,8 (909) 584-62-75,3.3,,25.0,Бакалавр,2.0,0.0
EMP05553,Ivanov Maxim,Male,1975-04-13,2023-08-15 14:02:19.909741,Производство,Senior,132000.0,13541.64,2.8,6.0,Новосибирск,ivanovm@yandex.ru,+7 (970) 493-50-40,3.9,,20.0,Кандидат наук,3.0,0.0
EMP06073,Morozova Irina,Female,1987-09-08,2021-11-01 14:02:19.962699,Консалтинг,Senior,135000.0,10760.37,4.6,12.0,Красноярск,,+79935126787,3.7,2024-10-31 14:02:19.962699,22.0,Бакалавр,3.0,
EMP07519,Alekseev Mikhail,Male,1989-12-23,2018-06-08 14:02:20.150610,Продажи,Manager,306000.0,41304.52,8.1,,Нижний Новгород,mikhail.alekseev@yandex.ru,+79078759704,,,25.0,MBA,2.0,22.0
EMP02771,Ivanov Vladimir,Male,1990-01-15,2021-10-12 14:02:19.190396,,Lead,195000.0,13324.08,4.7,22.0,Санкт-Петербург,vivanov@yandex.ru,8 (998) 918-15-26,,2022-10-12 14:02:19.190396,17.0,Магистр,1.0,15.0
EMP08924,Makarov Mikhail,Male,1991-08-11,2014-07-28 14:02:20.262167,Маркетинг,Manager,325000.0,34175.29,12.0,,Екатеринбург,mmakarov@yandex.ru,,4.6,2022-07-28 14:02:20.262167,6.0,,4.0,
EMP07438,Kozlov Nikolay,Male,1971-09-06,2018-03-21 14:02:20.142366,IT,Manager,523000.0,,8.2,25.0,Москва,nkozlov@yandex.ru,8 (980) 626-41-54,4.6,2024-03-20 14:02:20.142366,16.0,Магистр,4.0,8.0
EMP09373,Nikolaeva Irina,Female,1984-09-25,2022-06-13 14:02:20.287436,Производство,Senior,98000.0,6538.54,4.1,14.0,Екатеринбург,nikolaeva.irina@yandex.ru,89904794923,3.2,2024-06-12 14:02:20.287436,10.0,Бакалавр,5.0,0.0
EMP04784,Novikov Stanislav,Male,1970-04-21,2019-10-22 14:02:19.764981,Производство,,124000.0,11629.97,6.7,21.0,Омск,stanislav_novikov@yandex.ru,,3.6,2022-10-21 14:02:19.764981,23.0,MBA,4.0,0.0
EMP00131,Pavlov Yuriy,Male,2006-12-27,2025-08-20 14:02:18.263440,Маркетинг,,80000.0,3033.63,0.9,8.0,Москва,yuriy224@yandex.ru,+7 (930) 853-40-43,,,,Среднее,2.0,0.0
EMP08080,Stepanov Ivan,Male,1993-02-21,2024-12-01 14:02:20.204348,Маркетинг,Middle,109000.0,6117.58,1.6,4.0,Москва,ivan.stepanov@yandex.ru,+79831812118,3.2,,27.0,Магистр,,0.0
EMP07814,Vasiliev Anatoliy,Male,1996-02-06,2019-02-24 14:02:20.178828,IT,Manager,444000.0,32966.99,7.4,25.0,Москва,avasiliev@yandex.ru,8 (947) 678-59-38,3.8,,26.0,Магистр,2.0,
EMP06464,Fedorov Daniil,Male,1981-04-19,2011-08-28 14:02:20.025753,IT,Manager,386000.0,43141.54,14.9,65.0,Ростов-на-Дону,fedorov423@yandex.ru,89385266244,4.1,2021-08-27 14:02:20.025753,30.0,Магистр,2.0,11.0
EMP05013,Smirnova Kseniya,Female,1996-10-18,2015-01-17 14:02:19.799924,Финансы,Manager,467000.0,66463.17,11.4,24.0,Москва,kseniya.smirnova@yandex.ru,89368145545,4.4,,28.0,MBA,1.0,42.0
EMP01559,Orlov Nikolay,Male,1990-09-13,2021-02-19 14:02:18.698105,R&D,Senior,191000.0,14531.08,5.4,18.0,Москва,orlov.nikolay@yandex.ru,+79898365917,3.7,2026-02-19 14:02:18.698105,9.0,Бакалавр,1.0,0.0
EMP07891,Orlov Daniil,Male,1986-09-15,2020-02-18 14:02:20.185518,HR,Senior,146000.0,9111.01,6.3,30.0,Москва,orlovd@yandex.ru,+79491423549,3.5,,10.0,Бакалавр,4.0,0.0
EMP04530,Petrov Konstantin,Male,1981-04-21,2025-06-06 14:02:19.741197,,Junior,47000.0,3473.32,1.0,12.0,Екатеринбург,konstantin_petrov@yandex.ru,8 (924) 513-93-44,3.5,,18.0,MBA,2.0,0.0
EMP05639,Belyaev Yuriy,Male,2000-06-21,2020-11-24 14:02:19.917939,Продажи,Senior,97000.0,5874.26,5.6,,Саратов,belyaev_yuriy@yandex.ru,8 (930) 874-36-28,3.4,,,Среднее,4.0,0.0
EMP07879,Kuznetsov Petr,Male,1971-03-02,2012-06-08 14:02:20.184497,Продажи,Junior,40000.0,3103.4,14.1,43.0,Пермь,petr_kuznetsov@yandex.ru,+7 (901) 960-62-16,3.3,,21.0,Бакалавр,0.0,
EMP08475,Kozlova Viktoriya,Female,1970-10-27,2019-01-07 14:02:20.237081,Продажи,Lead,271000.0,32221.62,7.5,20.0,Москва,viktoriya.kozlova@yandex.ru,+79994463280,4.2,2022-01-06 14:02:20.237081,,Магистр,,35.0
EMP09896,Lebedeva Kseniya,Female,1977-07-21,2014-04-06 14:02:20.317177,Производство,Director,363000.0,57145.73,12.3,21.0,Краснодар,,89892562729,5.0,,1.0,Магистр,4.0,44.0
EMP08033,Taraseva Elena,Female,1981-03-23,2016-10-16 14:02:20.199159,IT,Manager,341000.0,53831.78,9.7,16.0,Казань,etaraseva@yandex.ru,89609935638,4.7,,5.0,Магистр,4.0,
EMP02224,Makarov Pavel,Male,1998-03-03,2021-11-18 14:02:19.019565,Продажи,Lead,170000.0,15388.67,4.6,13.0,Уфа,pmakarov@yandex.ru,89836731439,3.9,,4.0,Бакалавр,4.0,43.0
EMP06843,Alekseev Artem,Male,1987-07-24,2013-09-05 14:02:20.065126,Продажи,Junior,41000.0,3888.17,12.9,32.0,Уфа,alekseev109@yandex.ru,89948840546,3.8,,33.0,Бакалавр,0.0,0.0
EMP00271,Egorov Petr,Male,1979-11-02,2021-08-21 14:02:18.329554,Юридический,Lead,299000.0,33134.75,4.9,14.0,Москва,egorovp@yandex.ru,,4.0,,23.0,Магистр,5.0,36.0
EMP02512,Zakharov Ivan,Male,1990-09-04,2013-02-24 14:02:19.117982,HR,Director,417000.0,55313.81,13.3,44.0,Казань,zakharov563@yandex.ru,+79355035907,4.6,,4.0,MBA,5.0,5.0
EMP08388,Sidorov Petr,Male,1987-12-16,2022-12-26 14:02:20.232202,HR,Middle,99000.0,4777.55,3.6,14.0,Москва,sidorov754@yandex.ru,,3.2,2024-12-25 14:02:20.232202,4.0,Магистр,2.0,
EMP06454,Sorokin Andrey,Male,1991-04-18,2015-10-01 14:02:20.024748,Продажи,Director,446000.0,56306.07,10.7,25.0,Нижний Новгород,andrey_sorokin@yandex.ru,+7 (916) 721-89-15,4.2,2017-09-30 14:02:20.024748,31.0,MBA,1.0,7.0
EMP04624,Nikitina Elena,Female,1987-01-20,2014-07-08 14:02:19.749793,HR,Manager,381000.0,37464.22,12.0,35.0,Москва,,,,,17.0,Магистр,5.0,24.0
EMP01029,Orlov Dmitry,Male,1991-07-03,2014-08-07 14:02:18.564159,IT,Manager,587000.0,56878.91,11.9,50.0,Москва,orlov639@yandex.ru,,4.3,,1.0,Магистр,2.0,16.0
EMP08652,Sorokina Vera,Female,1978-10-22,2015-05-19 14:02:20.247120,IT,Junior,52000.0,3370.28,11.2,36.0,Ростов-на-Дону,sorokina276@yandex.ru,+7 (954) 896-75-72,3.4,2019-05-19 14:02:20.247120,27.0,Бакалавр,2.0,0.0
EMP09682,Nikitin Evgeniy,Male,,2025-05-28 14:02:20.305159,IT,Middle,95000.0,5022.34,1.1,13.0,Санкт-Петербург,nikitin.evgeniy@yandex.ru,89625226611,,,14.0,Бакалавр,0.0,0.0
